gotu	covered_length	total_length	coverage_ratio	strain
G016907775	46496	2259253	0.020580253738735767	Pseudoglutamicibacter cumminsii
G900634735	46463	5322157	0.008730106984818374	Candidatus Frankia meridionalis
G900176885	46447	4300428	0.01080055287520219	Oceanobacillus senegalensis
G016406105	46415	4468609	0.01038690115872747	Brevibacillus composti
G900113485	46406	4526175	0.010252807282086971	Methylobacterium gossipiicola
G014643475	46316	2153244	0.02150987068813381	Streptococcus himalayensis
G001636315	46309	5807746	0.007973661382574238	Neobacillus mesonae
G900187235	46296	2377532	0.019472293117400733	Corynebacterium urealyticum
G007989125	46287	2874771	0.016101108575256953	Lacticaseibacillus paracasei
G003144395	46276	3890236	0.011895422282864073	Proteus faecis
G000146285	46222	2153110	0.021467551588167814	Mobiluncus curtisii
G000159135	46191	2830671	0.016318039079780022	Corynebacterium striatum
G002162215	46172	2183505	0.021145818305888926	Histophilus somni
G900460135	46101	1942165	0.023736912157308984	Streptococcus uberis
G016907555	46073	3031132	0.015199931906627624	Microbacterium laevaniformans
G009857605	46071	6744984	0.006830409086218737	Duganella levis
G002607735	46042	3837800	0.011996977434988796	Proteus alimentorum
G000208925	46030	20865955	0.0022059857792274544	Entamoeba histolytica
G000014445	46016	2075783	0.022168020453004963	Leuconostoc mesenteroides
G017086365	45960	6273877	0.007325613811045387	Paenibacillus tianjinensis
G012396585	45943	2468359	0.01861277067071686	Streptococcus ovuberis
G900097965	45886	2709539	0.016934984143059023	Staphylococcus caeli
G001642055	45875	32992394	0.0013904719978792687	Alternaria alternata
G900445305	45862	1451842	0.031588836801800746	Fannyhessea vaginae
G000521695	45857	2131927	0.02150964831347415	Mannheimia varigena
G900461615	45804	2081665	0.02200354043518049	Leuconostoc mesenteroides
G008693705	45772	4561890	0.01003356065139668	Aeromonas veronii
G003008595	45746	4154488	0.011011224487830991	Simplicispira suum
G016026575	45718	1447017	0.0315946529999302	Fannyhessea vaginae
G016728645	45690	2941919	0.015530679124748165	Corynebacterium glucuronolyticum
G008017875	45690	4100816	0.011141684971966555	Rheinheimera tangshanensis
G001050095	45643	2712961	0.016824053128666427	Enterococcus massiliensis
G002019645	45636	5427065	0.008408965066753392	Litchfieldia alkalitelluris
G001433745	45634	3122420	0.014614946099499747	Lacticaseibacillus zeae
G900444945	45614	2236540	0.02039489568708809	Actinobacillus lignieresii
G014171495	45579	8824442	0.005165085792393446	Paraburkholderia tropica
G000764085	45577	5728606	0.007956036774042411	Priestia megaterium
G008153345	45537	3372116	0.013503983848716948	Treponema phagedenis
G001401285	45536	6029736	0.007551906086767314	Pseudomonas savastanoi
G016939435	45533	3456458	0.013173312101579132	Parageobacillus toebii
G900450925	45533	2458835	0.01851811935327096	Glaesserella parasuis
G019193005	45503	4984510	0.009128881274187433	Xanthomonas euvesicatoria
G000006335	45497	14630599	0.003109715466878697	Candida tropicalis
G001400185	45472	5849524	0.00777362397350622	Pseudomonas syringae group genomosp. 3
G004152845	45471	4596043	0.00989351056985324	Sphingobium fuliginis
G001885885	45456	2317925	0.01961064313987726	Enterococcus cecorum
G000463135	45431	4891031	0.00928863464574238	Franconibacter pulveris
G009646115	45421	4799050	0.009464581531761494	Pantoea eucalypti
G900108535	45420	4332289	0.01048406512123268	Pseudomonas xanthomarina
G001758785	45414	6186390	0.007340953286165275	Duganella phyllosphaerae
G000007745	45343	2314078	0.019594412980029195	[Mannheimia] succiniciproducens
G000407185	45342	4627234	0.009798942521601458	Enterococcus malodoratus
G002958075	45338	48211	0.9404077907531476	Faecalibacterium virus Lagaffe
G000319325	45321	4529231	0.010006334408644646	Cronobacter universalis
G000192025	45266	5536989	0.008175201359439218	Xanthomonas vesicatoria
G003337425	45220	3094153	0.014614661912323017	Extensimonas vulgaris
G000380145	45219	2386158	0.01895054728144574	Streptococcus thoraltensis
G011926545	45218	4042920	0.011184490417816825	Sphingopyxis italica
G000178435	45215	2008833	0.022508093007233554	Aerococcus viridans
G000069945	45206	2369219	0.019080549328702835	Corynebacterium urealyticum
G002023135	45180	4139453	0.010914485561256524	Elizabethkingia anophelis
G000758665	45174	8156808	0.005538195823660432	Paenibacillus borealis
G000407585	45133	2812978	0.01604456202643604	Enterococcus dispar
G003953935	45126	7357185	0.006133595933770865	Massilia atriviolacea
G902381725	45076	2377736	0.018957529347244605	Dermabacter jinjuensis
G000260435	45070	3112566	0.014480014239055494	Lacticaseibacillus zeae
G000380025	45050	2037108	0.022114684150275784	Streptococcus entericus
G014641535	45037	3732337	0.012066702444071905	Chelatococcus composti
G009857505	45034	5928143	0.007596645357576563	Duganella lactea
G002706705	45002	3138754	0.014337536487408698	Loigolactobacillus coryniformis
G001543105	44996	1634920	0.02752183593081007	Aerococcus christensenii
G002108495	44995	2531649	0.017773000917583756	Neisseria canis
G000767175	44974	3984926	0.011286031409366197	Cellulomonas carbonis
G001475745	44955	3373085	0.013327562157490843	Curtobacterium oceanosedimentum
G002014665	44952	5375571	0.00836227444489153	Bacillus cereus
G007996985	44944	3096027	0.01451666926677319	Extensimonas vulgaris
G900128485	44930	2354108	0.01908578535904045	Duodenibacillus massiliensis
G008868005	44918	3633440	0.012362389361046281	Microbacterium algeriense
G000696575	44911	4256400	0.010551404943144441	Siccibacter colletis
G004134775	44907	2608939	0.01721274433783235	Candidatus Borkfalkia ceftriaxoniphila
G001584615	44893	2297657	0.019538599538573426	Brevibacterium ravenspurgense
G014201415	44874	3721412	0.012058326248209014	Chelatococcus composti
G001886915	44867	1983977	0.022614677488700725	Leuconostoc mesenteroides
G009913915	44854	2058772	0.021786773863254404	Leuconostoc mesenteroides
G020097295	44843	4392400	0.010209225025043256	Aeromonas enteropelogenes
G014652935	44837	3118067	0.014379742321123953	Luteimonas padinae
G000149585	44828	33035906	0.0013569478009775183	Histoplasma mississippiense (nom. inval.)
G013377235	44799	2139787	0.020936195985862143	Mannheimia varigena
G014653115	44799	4181813	0.010712817622404445	Nocardioides flavus Wang et al. 2016
G016127195	44762	4551079	0.00983546978639571	Aeromonas jandaei
G000175195	44756	2429184	0.01842429391927495	Actinobacillus minor
G012844455	44750	4724466	0.009471969953852986	Comamonas suwonensis
G000159635	44709	2387304	0.018727820168692382	Corynebacterium lipophiloflavum
G000297495	44701	3141519	0.014229103818885067	Janibacter hoylei
G000302915	44690	6631543	0.006739004783652915	Pseudomonas avellanae
G000177535	44681	2601311	0.017176339161292135	Corynebacterium resistens
G014541205	44666	2155161	0.020725133760308396	Mannheimia bovis
G000420605	44647	2183519	0.020447268835306676	Corynebacterium massiliense
G005844135	44639	3795810	0.011760072290235813	[Clostridium] hylemonae
G900110035	44614	3848352	0.011593014360432726	Sphingomonas gellani
G900156865	44613	4556489	0.009791091342478825	Bacillus sinesaloumensis
G000178495	44607	2318649	0.01923835819910646	Actinobacillus pleuropneumoniae
G001050115	44594	3381312	0.013188371850926504	Bacillus smithii
G002902625	44560	2382443	0.018703490492742114	Staphylococcus devriesei
G000760595	44550	3331093	0.013373988657776892	Acinetobacter soli
G001307195	44540	3054269	0.01458286745535511	Acinetobacter equi
G010206155	44539	3008557	0.014804107085223913	[Clostridium] cocleatum
G001401385	44516	6058338	0.007347889800800153	Pseudomonas syringae group genomosp. 3
G001400175	44482	5930559	0.007500473395509597	Pseudomonas cannabina
G011455875	44472	2253194	0.01973731511800582	Basfia succiniciproducens
G003996985	44434	4150776	0.010704986248354524	Ancylomarina longa
G000757885	44422	5988901	0.007417387597490758	Paenibacillus wynnii
G900129085	44395	2125342	0.020888402901744756	Atopostipes suicloacalis
G006165035	44374	2107103	0.021059245798615445	Aliarcobacter cryaerophilus
G004614165	44348	6567830	0.006752306317307238	Duganella callida
G003597125	44334	3741896	0.011848004327218073	Alcanivorax profundi
G000443165	44319	4148466	0.010683226040661777	Thauera terpenica
G003970515	44299	2714378	0.016320129326129227	Staphylococcus equorum
G003290385	44272	2318657	0.019093811633199734	Actinobacillus pleuropneumoniae
G004354615	44270	1782547	0.02483524978584015	Lactobacillus delbrueckii
G012927405	44260	4684327	0.009448529105675159	Novosphingobium olei
G010093445	44257	4076773	0.01085589018569344	Pseudoxanthomonas japonensis
G003686955	44240	2149254	0.020583886315903098	Streptococcus hillyeri
G001005065	44227	3145074	0.014062308231857184	Bifidobacterium scardovii
G014642675	44207	3084218	0.014333292912498402	Nesterenkonia cremea
G007830115	44202	3359899	0.01315575259851561	Lysobacter ruishenii
G003660105	44199	2108360	0.020963687415811342	Aliarcobacter cryaerophilus
G000379745	44166	2341773	0.018860068845272363	Enterococcus cecorum
G007992175	44114	4638916	0.0095095492136525	Methylobacterium haplocladii
G900215725	44112	1673160	0.026364483970451123	Ezakiella peruensis
G014644155	44081	6337487	0.006955596121932873	Massilia buxea
G003584015	44035	4383777	0.010044990883432255	Aurantiacibacter xanthus
G019915245	44005	44015542	0.0009997604936910693	Fusarium musae
G000488275	44004	3148632	0.013975593210003582	Acinetobacter brisouii
G001553005	43989	1291020	0.03407305851187433	Gemella asaccharolytica
G014196345	43982	5409630	0.00813031575172424	Methylobacterium brachythecii
G000406945	43910	2822268	0.015558409052577573	Enterococcus dispar
G003144555	43898	3758298	0.011680287193830824	Proteus faecis
G900638135	43881	5376744	0.008161258932915534	Serratia quinivorans
G016697365	43881	3802913	0.011538786188377174	Acutalibacter muris
G000504585	43853	5385946	0.008142116538116053	Pandoraea pnomenusa
G013036055	43850	32959448	0.0013304227667890554	Alternaria burnsii
G001559015	43846	4679853	0.009369097704564651	Sphingopyxis granuli
G000238915	43823	4956890	0.008840825598308616	Arthrobacter globiformis
G000770985	43812	3149318	0.013911583396786225	Bifidobacterium scardovii
G000015565	43768	5597963	0.007818558286290925	Verminephrobacter eiseniae
G900460315	43757	2245499	0.019486537290820435	Veillonella criceti
G000331815	43718	4034020	0.010837328520929494	Elizabethkingia anophelis
G000411375	43704	2723013	0.016049868289281028	Corynebacterium pyruviciproducens
G001700985	43704	4004963	0.010912460364802371	Parageobacillus thermoglucosidasius
G002201475	43662	3802913	0.01148119875474406	Acutalibacter muris
G900456975	43660	5300862	0.008236396269135096	Shewanella baltica
G014645135	43646	4078963	0.010700268671228447	Rheinheimera tangshanensis
G002902305	43602	2452828	0.017776215861854152	Staphylococcus argensis
G001006765	43586	2890906	0.015076934358986422	Staphylococcus succinus
G900187055	43553	2643976	0.01647253984151142	Staphylococcus simiae
G019272935	43532	3963546	0.010983094431097809	Parageobacillus caldoxylosilyticus
G000498575	43460	5455203	0.007966706280224585	Pseudomonas taeanensis
G015351405	43429	2237325	0.01941112712726135	Corynebacterium suicordis
G014202795	43416	4040627	0.010744867071372835	Inhella inkyongensis
G900111795	43411	2627741	0.016520273497273894	Anoxybacillus pushchinoensis
G003129905	43397	3122685	0.013897335145876065	Bifidobacterium callitrichidarum
G000156515	43394	3892299	0.011148681023734302	[Clostridium] hylemonae
G000317935	43300	4899594	0.008837466941138388	Bordetella parapertussis
G003171715	43273	3474949	0.012452844631676608	Novosphingobium meiothermophilum
G001890705	43242	34382946	0.0012576583751723893	Aspergillus sydowii
G900636535	43215	5606922	0.007707437342627559	Chryseobacterium gleum
G001483545	43195	6033521	0.007159169579421369	Pseudomonas savastanoi
G900143235	43187	2979278	0.014495793947392623	Erythrobacter sanguineus
G016238465	43156	2504107	0.017234087840495634	Staphylococcus caledonicus
G016583515	43097	4056227	0.010624898458592184	Marichromatium gracile
G900452985	43056	2833555	0.015195046505185182	Mannheimia haemolytica
G003721155	43048	3481093	0.012366230951026014	Janibacter melonis
G004122115	43034	3069922	0.01401794573282318	Sphingobium fluviale
G001187595	42991	2803668	0.015333841239404952	Anoxybacillus gonensis
G009720775	42977	5142772	0.008356777239978751	Pseudoduganella danionis
G000935675	42935	5150821	0.008335564369252979	Pseudomonas meliae
G017883985	42896	2141611	0.02002978131882961	Streptococcus oricebi
G000002545	42875	12338568	0.0034748765010656018	[Candida] glabrata
G004681965	42863	4590739	0.00933684097484087	Ramlibacter rhizophilus
G016907615	42862	3383414	0.012668269387074712	Glutamicibacter nicotianae
G016623465	42858	3853412	0.011122091279105375	Brachybacterium halotolerans
G000387565	42850	1732292	0.024736014482546823	Lactobacillus delbrueckii
G000521725	42800	2340975	0.018282980382105747	Bibersteinia trehalosi
G000149555	42785	41845334	0.0010224556936264386	Fusarium verticillioides
G000409285	42765	4324031	0.009890077106292717	Cronobacter muytjensii
G003515075	42759	3541489	0.012073735087134253	Sphingomonas gilva
G002071575	42755	8750196	0.004886176263937402	Paraburkholderia tropica
G900156875	42738	5481871	0.0077962432899278365	Bacillus dakarensis
G900105585	42727	4599869	0.009288742788109835	Nocardioides exalbidus
G002746455	42721	5654803	0.0075548166753112355	Bacillus fungorum
G010093225	42708	3051504	0.013995721454076416	Pseudoxanthomonas koreensis
G001590965	42706	4408888	0.00968634267869812	Novosphingobium lentum
G000236785	42703	6158744	0.006933718953085239	Achromobacter arsenitoxydans
G902375405	42678	2884609	0.01479507274642768	Actinomyces polynesiensis
G014191425	42643	2617339	0.01629250165912784	Helcobacillus massiliensis
G002902345	42634	2665984	0.015991843912041483	Staphylococcus arlettae
G900102365	42569	2958846	0.014387027915613046	[Clostridium] cocleatum
G000159235	42565	1430626	0.029752709652977088	Fannyhessea vaginae
G900188165	42553	4421068	0.009625049874826626	Sphingomonas laterariae
G000374325	42548	1441550	0.0295154521175124	Allofustis seminis
G902726545	42533	4409520	0.009645721076216912	Yersinia artesiana
G000820725	42522	2884609	0.014740992626730348	Actinomyces polynesiensis
G003144405	42516	4012437	0.010596054218421374	Proteus cibi
G018207515	42501	7708938	0.005513210769109831	Paenibacillus tritici
G002770725	42491	5889611	0.0072145681607834545	Pleomorphomonas carboxyditropha
G900450705	42489	2860474	0.014853831917367541	Avibacterium paragallinarum
G900460995	42478	4929706	0.008616741038917939	Chryseobacterium indologenes
G014648755	42462	3341488	0.012707512341807004	Microbacterium liquefaciens
G001636395	42449	5668212	0.007488957717177833	Neobacillus novalis
G003697915	42441	3048419	0.0139222987391169	Staphylococcus pseudoxylosus
G000875895	42440	3177140	0.013357925681587843	Staphylococcus gallinarum
G016876095	42432	7519926	0.005642608717160249	Actinospica acidiphila
G001971645	42420	6492697	0.006533494478488677	Achromobacter insolitus
G000359745	42418	7085771	0.005986363375277017	Rhizobium freirei
G004006435	42401	4154245	0.010206668118996351	Bacillus halotolerans
G008245125	42399	6428890	0.00659507317748476	Achromobacter insolitus
G006175945	42372	4868711	0.008702919520176901	Chryseobacterium mulctrae
G900637545	42371	4542521	0.009327639872220734	Aeromonas encheleia
G001885095	42369	2075176	0.020417063420162918	Streptococcus bovimastitidis
G004803915	42335	3691248	0.011469020775629273	Duncaniella dubosii
G016766875	42334	5643321	0.0075016111966694785	Chryseobacterium gleum
G001908725	42324	5349945	0.00791110936654489	Xanthomonas vesicatoria
G006539445	42314	2886108	0.014661267007333058	Microbacterium lacticum
G006539765	42301	3333258	0.012690586807261844	Microbacterium liquefaciens
G900120375	42292	1864878	0.02267815910745904	Ndongobacter massiliensis
G004768745	42279	5256558	0.008043095881373325	Serratia nematodiphila
G003718735	42237	2691850	0.015690695989746827	Staphylococcus debuckii
G002873735	42221	5545267	0.007613880449760128	Vibrio splendidus
G004771075	42174	2216778	0.019024909124865007	Weissella confusa
G000178335	42144	1419621	0.029686796687284845	Fannyhessea vaginae
G001634285	42131	3158309	0.01333973338264242	Anoxybacillus amylolyticus
G014117465	42122	36995722	0.0011385640750571106	Aspergillus flavus
G001889165	42120	4361296	0.00965767973556484	Bacillus weihaiensis
G900105205	42106	3594927	0.011712616139354152	Microbacterium hydrocarbonoxydans
G009720825	42095	6997645	0.006015595246686564	Duganella radicis
G001274725	42063	5674348	0.007412834038377625	Sporosarcina globispora
G000184455	41995	37912234	0.0011076899346000027	Aspergillus oryzae
G000981035	41931	3206301	0.013077686717497827	Christensenella hongkongensis
G000935645	41929	5726086	0.007322453766848769	Pseudomonas amygdali
G015223435	41913	3427948	0.012226848248573199	Vibrio hibernica
G900059565	41865	1642315	0.025491455658628218	Murdochiella massiliensis
G002015075	41862	2298322	0.01821415798134465	Canicola haemoglobinophilus
G014646835	41853	2872109	0.014572218533488805	Microbacterium lacticum
G017876435	41851	3728650	0.011224169605621337	Microbacterium phyllosphaerae
G900457075	41848	5875341	0.007122650412971775	Serratia quinivorans
G900130115	41835	5163096	0.00810269652162191	Nissabacter archeti
G002699855	41835	5717463	0.007317056533640882	Pseudomonas amygdali
G000380125	41811	2358998	0.017724050635057765	Streptococcus ovis
G001641305	41806	2960075	0.01412329079499675	Enterococcus hirae
G002177115	41798	4409036	0.00948007682404952	Chryseobacterium mucoviscidosis
G015711475	41773	2526250	0.016535576447303316	Actinomyces trachealis
G001989575	41764	1745789	0.023922707726993352	Abyssicoccus albus
G004116955	41749	4286362	0.00973996130051545	Bacillus vallismortis
G000758705	41743	7166464	0.00582476937022219	Paenibacillus graminis
G011455695	41680	2278480	0.018292897019065342	Mannheimia granulomatis
G010156995	41650	5713077	0.007290292079032017	Jacksonvillea sp. ISTCYN1
G004025845	41635	3106306	0.013403380091980636	Janibacter hoylei
G002902285	41616	2737368	0.015202924853362791	Staphylococcus simulans
G003574465	41594	7511320	0.005537508720171688	Methylobacterium crusticola
G002803405	41589	2953069	0.0140833146804223	[Clostridium] cocleatum
G016894325	41580	3933964	0.010569491739121152	Glutamicibacter protophormiae
G004331415	41578	5151897	0.008070425321003117	Kosakonia quasisacchari
G000934605	41545	5736302	0.0072424708462002175	Pandoraea vervacti
G018286635	41534	4828758	0.008601383627011336	Sphingobium phenoxybenzoativorans
G000807215	41526	2928785	0.014178575757524025	Tepidimonas taiwanensis
G900184035	41519	4957106	0.00837565305240598	Kosakonia pseudosacchari
G003397585	41500	1514350	0.02740449697890184	Gardnerella piotii
G014694315	41498	4504436	0.00921269610668239	Arthrobacter ipsi
G014642595	41480	4117472	0.010074142580690287	Croceicoccus mobilis
G002902965	41452	11527806	0.0035958273412998103	Paraburkholderia hospita
G002902045	41423	2792875	0.01483166987423354	Staphylococcus succinus
G900155435	41403	3349436	0.01236118558467754	Actinomyces provencensis
G900637265	41369	6472476	0.006391526210371425	Achromobacter insolitus
G002234375	41341	3292503	0.01255610093597485	Pseudomonas fluvialis
G902859585	41318	6088382	0.006786367872449527	Achromobacter animicus
G000423885	41315	3152471	0.013105592406718412	Thermomonas fusca
G014196295	41310	4426857	0.009331677079246066	Phenylobacterium haematophilum
G000197735	41281	3918232	0.010535619126177316	Glutamicibacter arilaitensis
G014284195	41265	3608200	0.011436450307632615	Undibacterium griseum
G900094795	41259	4817460	0.00856447173406733	Kosakonia oryziphila
G903642285	41247	3050210	0.013522675487917225	Sphingomonas bacterium
G016654015	41233	5328321	0.007738460201628243	Ramlibacter ginsenosidimutans
G004682015	41224	4794489	0.008598205147618443	Ramlibacter henchirensis
G014646155	41207	7585714	0.005432184762040857	Mangrovihabitans endophyticus
G008867985	41194	3574520	0.011524344527377103	Acinetobacter tandoii
G900447655	41160	4686718	0.008782265116015087	Enterococcus avium
G000770305	41155	4748088	0.00866769950346329	Erwinia oleae
G020991065	41148	4471533	0.009202213200707677	Nocardioides okcheonensis
G002758635	41098	42925	0.9574373907979034	Escherichia virus DE3
G003687455	41094	2619064	0.015690338227702723	Kocuria tytonicola
G001591165	41094	4809643	0.008544085288658639	Thauera butanivorans
G017809215	41091	5198760	0.00790400018465942	Heyndrickxia oleronia
G001401155	41089	5939325	0.006918126218046663	Pseudomonas tremae
G006494355	41070	4765625	0.008617967213114754	Pantoea eucalypti
G003226895	41064	2723441	0.015077984065011873	Kocuria tytonis
G018333375	41050	5848832	0.0070184953166717735	Paenibacillus cookii
G001400515	41028	5108029	0.008032060898636246	Pseudomonas meliae
G000393875	40962	4654417	0.00880067256543623	Enterococcus malodoratus
G021083185	40927	4107338	0.009964361345474855	Nocardioides furvisabuli
G003725415	40919	2222372	0.0184123090103727	Absicoccus porci
G008801695	40847	4923657	0.008296069364701886	Pantoea stewartii
G010450915	40833	7105405	0.0057467519444704416	Paenibacillus jilunlii
G001051995	40819	4171754	0.009784613378449448	Thauera humireducens
G003885045	40811	6521054	0.006258344126578311	Schaedlerella arabinosiphila
G002849715	40811	5032745	0.008109093546364857	Arthrobacter crystallopoietes
G003641165	40792	3350438	0.012175124565803039	Lactiplantibacillus argentoratensis
G014656355	40772	5211142	0.007824004795877755	Camelimonas fluminis
G001517285	40771	3203868	0.012725555484807739	Thiomonas bhubaneswarensis
G001591045	40750	4258649	0.00956876229996884	Sphingopyxis granuli
G016907735	40675	2410104	0.016876865064744093	Brevibacterium paucivorans
G014202635	40669	1768697	0.02299376320534269	Faecalicoccus acidiformans
G013409905	40666	4091819	0.009938367264045648	Arthrobacter cupressi
G014635625	40653	3313007	0.012270725657989857	Pseudomonas fluvialis
G900444995	40641	2595786	0.0156565294673752	Actinomyces bovis
G002213415	40627	5535156	0.007339811199539814	Herbaspirillum robiniae
G900112225	40623	5581497	0.007278154946603035	Massilia yuzhufengensis
G000011325	40622	3309401	0.012274728870874215	Corynebacterium glutamicum
G002019605	40607	5523593	0.007351555409676274	Alkalihalobacillus alkalinitrilicus
G900475025	40599	1872314	0.02168386285633713	Streptococcus ferus
G001329695	40597	21014498	0.0019318567590812781	Rhodotorula graminis
G008692855	40578	6269739	0.0064720397451951345	Pseudomonas caricapapayae
G900445435	40575	3698601	0.010970364199869086	Bacillus tequilensis
G001418255	40568	3203868	0.01266219457231072	Thiomonas bhubaneswarensis
G004028095	40561	4402012	0.009214195690516064	Paenarthrobacter ureafaciens
G000382905	40557	3309400	0.012255091557382003	Corynebacterium glutamicum
G900496965	40546	6377716	0.006357448340440371	Achromobacter agilis
G016406325	40534	4386330	0.009240982780593343	Shewanella putrefaciens
G900637665	40491	5602501	0.007227307946932986	Chryseobacterium nakagawai
G011761195	40451	3352276	0.012066727202652765	Corynebacterium glutamicum
G900113315	40426	4060665	0.009955512212901089	Sphingomonas jatrophae
G900184225	40403	3096857	0.013046453226610076	Brevibacterium ihuae
G006094475	40379	4045538	0.009981119940042586	Bacillus spizizenii
G003096955	40369	5570151	0.007247379828661736	Williamsia marianensis
G000516535	40362	2281162	0.01769361404407052	Pseudoleptotrichia goodfellowii
G000425085	40306	1992292	0.020230970158992757	Aerococcus urinaeequi
G004357985	40231	3728682	0.010789603404098284	Luteimonas aestuarii
G013004375	40229	3273460	0.012289442974711772	Acinetobacter terrae
G007995155	40212	4916069	0.008179706183944936	Bacillus dafuensis
G002847405	40203	3316624	0.012121663474665804	Corynebacterium glutamicum
G000381125	40184	3533876	0.011371083761852425	Caldimonas manganoxidans
G001558015	40161	5746595	0.0069886602414125235	Vibrio splendidus
G000344785	40154	2928723	0.013710412353780128	Corynebacterium callunae
G002939785	40120	5045490	0.007951655835211248	Xanthomonas codiaei
G003925875	40110	3212924	0.012483955425027171	Intestinibaculum porci
G014297595	40107	2933091	0.013673970565522857	Neisseria musculi
G001884045	40093	5663161	0.007079615077162736	Bacillus mobilis
G900454825	40074	2328889	0.017207346507283085	Porphyromonas macacae
G012225885	40035	4012371	0.009977890877987105	Bacillus tequilensis
G000447435	40022	4772391	0.00838615276912558	Aeromonas salmonicida
G000190715	39989	32983185	0.0012124056545782342	Dictyostelium purpureum
G001431485	39985	3376072	0.011843645514669118	Stenotrophomonas ginsengisoli
G007109405	39972	4681636	0.008538040975419704	Pseudomonas mangiferae
G002797775	39957	3459735	0.011549150440712945	Glutamicibacter mysorens
G001500315	39945	2202768	0.0181340023098211	Staphylococcus auricularis
G900096895	39908	3085821	0.012932700892242292	Acinetobacter kookii
G001678905	39879	2392314	0.016669634504500663	Dermabacter vaginalis
G001773325	39850	33736952	0.001181197400405348	Penicillium arizonense
G004116025	39826	5895406	0.00675542956668294	Bacillus albus
G000903575	39792	47090	0.8450201741346358	Escherichia virus HK630
G003130585	39783	3553667	0.011194914999069975	Brachybacterium endophyticum
G000614585	39777	2054930	0.01935686373745091	Porphyromonas gingivicanis
G008107625	39762	5680277	0.007000010738912908	Zoogloea oleivorans
G009676365	39758	2018111	0.01970060120578105	Latilactobacillus sakei
G000227465	39753	4207222	0.009448752644856867	Bacillus spizizenii
G015775975	39739	2569383	0.015466359044175197	Staphylococcus lloydii
G000724775	39736	4843789	0.008203495238954464	Lysinibacillus fusiformis
G900459215	39723	2432116	0.016332691368339338	Streptococcus criceti
G000218565	39718	3896114	0.010194260229551805	Afipia carboxidovorans
G905367715	39715	4997863	0.00794639628977425	Xanthomonas arboricola
G900455865	39693	4128223	0.009615032908832687	Roseomonas gilardii
G000260195	39691	46562120	0.0008524311178271092	Fusarium odoratissimum
G000185365	39668	2416868	0.016412977456774634	Enterococcus italicus
G007830455	39666	6001492	0.006609356473356959	Massilia lurida
G004337985	39619	49119180	0.0008065891979467084	Pyricularia pennisetigena
G002737025	39607	5730006	0.006912209166971204	Vibrio splendidus
G017298955	39588	5161784	0.007669441417928375	Serratia marcescens
G007556605	39576	2534616	0.01561419954738706	Tepidimonas sediminis
G000188015	39555	2234542	0.017701614022023304	Streptococcus ictaluri
G902860125	39548	5934677	0.006663884150729686	Achromobacter animicus
G002307495	39533	4324304	0.009142049217631322	Pseudomonas abyssi
G001431525	39532	3031044	0.013042370879472551	Stenotrophomonas koreensis
G000178875	39526	5368787	0.00736218441893858	Shewanella baltica
G009695915	39504	2439060	0.016196403532508424	Hornefia butyriciproducens
G017298735	39494	5161808	0.007651195085132961	Serratia marcescens
G012931585	39455	4621725	0.008536855827640112	Aeromonas salmonicida
G900445115	39405	4934737	0.007985227986820777	Aeromonas salmonicida
G902813185	39399	4293432	0.009176574824056838	Denitratisoma oestradiolicum
G018257325	39396	4977930	0.007914132982986904	Nissabacter archeti
G001400735	39381	6261510	0.00628937748242836	Pseudomonas caricapapayae
G000940515	39348	2186953	0.01799215621003286	Mannheimia massilioguelmaensis
G001590985	39334	5240752	0.007505411437137266	Novosphingobium naphthalenivorans
G900604315	39319	4275977	0.009195325419196595	Erwinia mediterraneensis
G000613825	39311	3681944	0.010676696875346284	Bacteroides graminisolvens
G900458505	39307	2684832	0.014640394631768394	Mammaliicoccus fleurettii
G013234275	39288	4566254	0.008603989178000173	Buttiauxella agrestis
G007556615	39277	2716560	0.014458359101216244	Tepidimonas ignava
G011682175	39261	7797386	0.005035148958894686	Massilia frigida
G000478965	39255	2215651	0.017717140470227485	Megasphaera vaginalis
G004402975	39242	10263657	0.0038233935526099517	Paraburkholderia dipogonis
G002276165	39227	4694395	0.008356135348644501	Cytobacillus kochii
G000806415	39221	3748702	0.01046255477229185	Pseudomonas flexibilis
G003606385	39221	3025012	0.01296556840105097	Actinomyces lilanjuaniae
G001885905	39219	3321933	0.011806077967255812	Enterococcus devriesei
G000237345	39217	11219719	0.0034953638321957975	Naumovozyma castellii
G004137255	39176	4476581	0.00875132160012295	Nocardioides oleivorans
G000411175	39167	2266775	0.017278733001731536	Propionimicrobium lymphophilum
G015070385	39160	3627326	0.01079583141961875	Nocardioides malaquae
G001598475	39145	4652520	0.008413719876540026	Pantoea agglomerans
G016694995	39107	4402779	0.008882344537393314	Paenarthrobacter ureafaciens
G014844295	39103	3221278	0.012138970930171192	Flavobacterium columnare
G900105025	39103	2353193	0.01661699656594253	Parafannyhessea umbonata
G001431045	39070	2300480	0.01698341215746279	Streptococcus orisasini
G000721785	39051	29624778	0.0013181870932501166	Aureobasidium pullulans
G001590885	39047	5263521	0.0074184182033281525	Serratia ficaria
G001756855	39047	2710185	0.014407503546805846	Candidatus Erwinia dacicola
G003752465	39011	2962035	0.013170337285008448	Agrococcus jenensis
G002899695	38982	3368395	0.011572870758922276	Rubneribacter badeniensis
G015694345	38980	4081433	0.009550567165992925	Novosphingobium jiangmenense
G002899715	38970	2827576	0.013782122920833959	Enteroscipio rubneri
